GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G50203;Annaberg-Lungötz;1.679;1.166;86;1.080;706;65,37;374;34,63
G50204;Golling an der Salzach;3.071;2.061;94;1.967;1.038;52,77;929;47,23
G50205;Hallein;13.940;8.582;319;8.263;4.132;50,01;4.131;49,99
G50206;Krispl;715;518;39;479;332;69,31;147;30,69
G50207;Kuchl;5.355;3.639;206;3.433;1.913;55,72;1.520;44,28
G50208;Oberalm;3.165;2.133;112;2.021;958;47,4;1.063;52,6
G50209;Puch bei Hallein;3.436;2.081;80;2.001;1.032;51,57;969;48,43
G50210;Rußbach am Paß Gschütt;646;448;24;424;255;60,14;169;39,86
G50211;Sankt Koloman;1.297;995;86;909;691;76,02;218;23,98
G50212;Scheffau am Tennengebirge;1.092;760;68;692;449;64,88;243;35,12
G50213;Bad Vigaun;1.558;1.084;73;1.011;593;58,65;418;41,35
G50299;Wahlkarten - Hallein;0;4.090;150;3.940;1.552;39,39;2.388;60,61
G50300;Salzburg-Umgebung;112.494;85.164;3.655;81.509;42.917;52,65;38.592;47,35
G50301;Anif;3.036;1.888;63;1.825;837;45,86;988;54,14
G50302;Anthering;2.837;1.979;94;1.885;1.019;54,06;866;45,94
G50303;Bergheim;3.911;2.561;128;2.433;1.216;49,98;1.217;50,02
G50304;Berndorf bei Salzburg;1.382;875;34;841;495;58,86;346;41,14
G50305;Bürmoos;3.651;2.302;124;2.178;1.204;55,28;974;44,72
G50306;Dorfbeuern;1.186;758;55;703;400;56,9;303;43,1
G50307;Ebenau;1.102;773;44;729;395;54,18;334;45,82
G50308;Elixhausen;2.263;1.490;77;1.413;681;48,2;732;51,8
G50309;Elsbethen;4.163;2.665;123;2.542;1.196;47,05;1.346;52,95
G50310;Eugendorf;5.197;3.542;143;3.399;1.954;57,49;1.445;42,51
G50311;Faistenau;2.347;1.646;94;1.552;1.008;64,95;544;35,05
G50312;Fuschl am See;1.059;665;40;625;325;52;300;48
G50313;Göming;599;406;30;376;217;57,71;159;42,29
G50314;Grödig;5.147;3.171;117;3.054;1.592;52,13;1.462;47,87
G50315;Großgmain;1.823;1.118;34;1.084;591;54,52;493;45,48
G50316;Hallwang;3.120;2.025;60;1.965;990;50,38;975;49,62
G50317;Henndorf am Wallersee;3.758;2.463;86;2.377;1.292;54,35;1.085;45,65
G50318;Hintersee;354;247;25;222;157;70,72;65;29,28
G50319;Hof bei Salzburg;2.636;1.689;65;1.624;896;55,17;728;44,83
G50320;Köstendorf;2.027;1.278;84;1.194;717;60,05;477;39,95
G50321;Koppl;2.615;1.788;87;1.701;848;49,85;853;50,15
G50322;Lamprechtshausen;2.879;1.978;75;1.903;1.099;57,75;804;42,25
G50323;Mattsee;2.441;1.586;67;1.519;696;45,82;823;54,18
G50324;Neumarkt am Wallersee;4.471;2.745;103;2.642;1.545;58,48;1.097;41,52
G50325;Nußdorf am Haunsberg;1.862;1.316;59;1.257;746;59,35;511;40,65
G50326;Oberndorf bei Salzburg;4.023;2.551;102;2.449;1.241;50,67;1.208;49,33
G50327;Obertrum am See;3.641;2.351;115;2.236;1.146;51,25;1.090;48,75
G50328;Plainfeld;966;609;17;592;334;56,42;258;43,58
G50329;Sankt Georgen bei Salzburg;2.346;1.661;112;1.549;915;59,07;634;40,93
G50330;Sankt Gilgen;2.841;1.730;72;1.658;892;53,8;766;46,2
G50331;Schleedorf;810;569;33;536;338;63,06;198;36,94
G50332;Seeham;1.463;919;46;873;439;50,29;434;49,71
G50335;Straßwalchen;5.422;3.732;189;3.543;2.317;65,4;1.226;34,6
G50336;Strobl;2.820;1.811;107;1.704;848;49,77;856;50,23
G50337;Thalgau;4.498;2.937;149;2.788;1.659;59,51;1.129;40,49
G50338;Wals-Siezenheim;9.965;6.504;278;6.226;3.536;56,79;2.690;43,21
G50339;Seekirchen am Wallersee;7.833;5.281;198;5.083;2.636;51,86;2.447;48,14
G50399;Wahlkarten - Salzburg-Umgebung;0;11.555;326;11.229;4.500;40,07;6.729;59,93
G50400;Sankt Johann im Pongau;58.148;43.071;2.133;40.938;25.315;61,84;15.623;38,16
G50401;Altenmarkt im Pongau;2.871;1.829;113;1.716;1.070;62,35;646;37,65
G50402;Bad Hofgastein;5.047;2.993;126;2.867;1.856;64,74;1.011;35,26
G50403;Bad Gastein;2.813;1.728;93;1.635;1.106;67,65;529;32,35
G50404;Bischofshofen;7.432;4.529;194;4.335;2.600;59,98;1.735;40,02
G50405;Dorfgastein;1.316;948;65;883;581;65,8;302;34,2
G50406;Eben im Pongau;1.673;1.172;61;1.111;758;68,23;353;31,77
G50407;Filzmoos;998;653;29;624;466;74,68;158;25,32
G50408;Flachau;2.099;1.465;105;1.360;879;64,63;481;35,37
G50409;Forstau;412;293;8;285;189;66,32;96;33,68
G50410;Goldegg;1.934;1.371;58;1.313;832;63,37;481;36,63
G50411;Großarl;2.884;2.002;115;1.887;1.234;65,39;653;34,61
G50412;Hüttau;1.102;724;40;684;530;77,49;154;22,51
G50413;Hüttschlag;703;501;35;466;325;69,74;141;30,26
G50414;Kleinarl;588;398;15;383;228;59,53;155;40,47
G50415;Mühlbach am Hochkönig;1.138;685;45;640;384;60;256;40
G50416;Pfarrwerfen;1.732;1.107;60;1.047;658;62,85;389;37,15
G50417;Radstadt;3.400;2.088;100;1.988;1.332;67;656;33
G50418;Sankt Johann im Pongau;7.871;5.024;221;4.803;2.903;60,44;1.900;39,56
G50419;Sankt Martin am Tennengebirge;1.209;808;60;748;520;69,52;228;30,48
G50420;Sankt Veit im Pongau;2.863;1.946;126;1.820;1.042;57,25;778;42,75
G50421;Schwarzach im Pongau;2.566;1.562;73;1.489;793;53,26;696;46,74
G50422;Untertauern;325;150;13;137;95;69,34;42;30,66
G50423;Wagrain;2.245;1.443;70;1.373;969;70,58;404;29,42
G50424;Werfen;2.234;1.355;70;1.285;812;63,19;473;36,81
G50425;Werfenweng;693;462;25;437;307;70,25;130;29,75
G50499;Wahlkarten - Sankt Johann im Pongau;0;5.835;213;5.622;2.846;50,62;2.776;49,38
G50500;Tamsweg;16.187;11.790;600;11.190;7.667;68,52;3.523;31,48
G50501;Göriach;295;172;9;163;115;70,55;48;29,45
G50502;Lessach;457;283;17;266;173;65,04;93;34,96
G50503;Mariapfarr;1.903;1.052;79;973;679;69,78;294;30,22
G50504;Mauterndorf;1.314;811;50;761;488;64,13;273;35,87
G50505;Muhr;442;302;14;288;251;87,15;37;12,85
G50506;Ramingstein;927;582;34;548;426;77,74;122;22,26
G50507;Sankt Andrä im Lungau;605;347;12;335;254;75,82;81;24,18
G50508;Sankt Margarethen im Lungau;565;367;23;344;244;70,93;100;29,07
G50509;Sankt Michael im Lungau;2.712;1.792;76;1.716;1.227;71,5;489;28,5
G50510;Tamsweg;4.535;2.508;110;2.398;1.645;68,6;753;31,4
G50511;Thomatal;266;167;11;156;120;76,92;36;23,08
G50512;Tweng;190;66;3;63;53;84,13;10;15,87
G50513;Unternberg;768;508;46;462;349;75,54;113;24,46
G50514;Weißpriach;246;162;12;150;100;66,67;50;33,33
G50515;Zederhaus;962;604;21;583;454;77,87;129;22,13
G50599;Wahlkarten - Tamsweg;0;2.067;83;1.984;1.089;54,89;895;45,11
G50600;Zell am See;63.914;45.756;2.089;43.667;25.336;58,02;18.331;41,98
G50601;Bramberg am Wildkogel;3.180;1.988;143;1.845;1.252;67,86;593;32,14
G50602;Bruck an der Großglocknerstraße;3.389;2.081;71;2.010;1.222;60,8;788;39,2
G50603;Dienten am Hochkönig;604;397;22;375;223;59,47;152;40,53
G50604;Fusch an der Großglocknerstraße;524;332;21;311;170;54,66;141;45,34
G50605;Hollersbach im Pinzgau;927;651;25;626;416;66,45;210;33,55
G50606;Kaprun;2.152;1.378;66;1.312;707;53,89;605;46,11
G50607;Krimml;637;390;26;364;243;66,76;121;33,24
G50608;Lend;1.069;668;42;626;432;69,01;194;30,99
G50609;Leogang;2.416;1.573;107;1.466;696;47,48;770;52,52
G50610;Lofer;1.513;976;61;915;525;57,38;390;42,62
G50611;Maishofen;2.612;1.617;60;1.557;861;55,3;696;44,7
G50612;Maria Alm am Steinernen Meer;1.563;956;48;908;552;60,79;356;39,21
G50613;Mittersill;3.882;2.428;95;2.333;1.535;65,8;798;34,2
G50614;Neukirchen am Großvenediger;2.026;1.117;55;1.062;692;65,16;370;34,84
G50615;Niedernsill;2.037;1.365;60;1.305;807;61,84;498;38,16
G50616;Piesendorf;2.824;1.662;80;1.582;961;60,75;621;39,25
G50617;Rauris;2.415;1.456;89;1.367;933;68,25;434;31,75
G50618;Saalbach-Hinterglemm;2.078;1.159;76;1.083;713;65,84;370;34,16
G50619;Saalfelden am Steinernen Meer;11.941;7.197;274;6.923;3.849;55,6;3.074;44,4
G50620;Sankt Martin bei Lofer;878;568;36;532;268;50,38;264;49,62
G50621;Stuhlfelden;1.249;865;41;824;575;69,78;249;30,22
G50622;Taxenbach;2.147;1.412;63;1.349;892;66,12;457;33,88
G50623;Unken;1.422;907;43;864;541;62,62;323;37,38
G50624;Uttendorf;2.270;1.383;85;1.298;838;64,56;460;35,44
G50625;Viehhofen;458;282;8;274;199;72,63;75;27,37
G50626;Wald im Pinzgau;884;504;38;466;341;73,18;125;26,82
G50627;Weißbach bei Lofer;324;193;11;182;112;61,54;70;38,46
G50628;Zell am See;6.493;3.734;144;3.590;2.046;56,99;1.544;43,01
G50699;Wahlkarten - Zell am See;0;6.517;199;6.318;2.735;43,29;3.583;56,71
G5A000;Salzburg Stadt;99.663;68.148;1.741;66.407;27.306;41,12;39.101;58,88
G5B000;Flachgau/Tennengau;155.671;117.636;5.331;112.305;59.314;52,82;52.991;47,18
G5C000;Lungau/Pinzgau/Pongau;138.249;100.617;4.822;95.795;58.318;60,88;37.477;39,12
G60000;Steiermark;969.487;700.716;21.361;679.355;381.955;56,22;297.400;43,78
G60099;Wahlkarten - Steiermark;0;125.195;3.022;122.173;54.973;45;67.200;55
G60100;Graz(Stadt);198.435;144.088;3.128;140.960;50.119;35,56;90.841;64,44
G60101;Graz;198.435;112.894;2.553;110.341;41.939;38,01;68.402;61,99
G60199;Wahlkarten - Graz(Stadt);0;31.194;575;30.619;8.180;26,72;22.439;73,28
G60300;Deutschlandsberg;50.108;36.371;1.235;35.136;22.803;64,9;12.333;35,1
G60305;Frauental an der Laßnitz;2.366;1.316;43;1.273;758;59,54;515;40,46
G60318;Lannach;2.752;1.581;48;1.533;986;64,32;547;35,68
G60323;Pölfing-Brunn;1.395;827;20;807;561;69,52;246;30,48
G60324;Preding;1.430;806;23;783;509;65,01;274;34,99
G60326;Sankt Josef (Weststeiermark);1.232;836;33;803;471;58,66;332;41,34
G60329;Sankt Peter im Sulmtal;1.111;653;24;629;431;68,52;198;31,48
G60341;Wettmannstätten;1.305;829;33;796;588;73,87;208;26,13
G60344;Deutschlandsberg;9.379;5.017;162;4.855;2.858;58,87;1.997;41,13
G60345;Eibiswald;5.493;3.230;76;3.154;2.341;74,22;813;25,78
G60346;Groß Sankt Florian;3.485;2.112;98;2.014;1.340;66,53;674;33,47
G60347;Sankt Martin im Sulmtal;2.619;1.716;65;1.651;1.206;73,05;445;26,95
G60348;Sankt Stefan ob Stainz;2.974;1.832;81;1.751;1.257;71,79;494;28,21
G60349;Schwanberg;3.839;2.285;85;2.200;1.509;68,59;691;31,41
G60350;Stainz;7.063;4.208;144;4.064;2.648;65,16;1.416;34,84
G60351;Wies;3.665;2.200;92;2.108;1.550;73,53;558;26,47
G60399;Wahlkarten - Deutschlandsberg;0;6.923;208;6.715;3.790;56,44;2.925;43,56
G60600;Graz-Umgebung;118.154;87.267;2.539;84.728;47.690;56,29;37.038;43,71
G60608;Feldkirchen bei Graz;4.369;2.578;60;2.518;1.528;60,68;990;39,32
G60611;Gössendorf;2.984;1.749;45;1.704;1.065;62,5;639;37,5
G60613;Gratkorn;6.190;3.550;106;3.444;2.115;61,41;1.329;38,59
G60617;Hart bei Graz;3.863;2.332;57;2.275;1.033;45,41;1.242;54,59
G60618;Haselsdorf-Tobelbad;1.125;677;19;658;390;59,27;268;40,73
G60619;Hausmannstätten;2.430;1.542;63;1.479;762;51,52;717;48,48
G60623;Kainbach bei Graz;2.297;1.220;43;1.177;558;47,41;619;52,59
G60624;Kalsdorf bei Graz;4.691;2.677;71;2.606;1.669;64,04;937;35,96
G60626;Kumberg;3.032;1.831;43;1.788;896;50,11;892;49,89
G60628;Laßnitzhöhe;2.209;1.288;45;1.243;606;48,75;637;51,25
G60629;Lieboch;4.010;2.273;59;2.214;1.303;58,85;911;41,15
G60632;Peggau;1.727;1.014;31;983;639;65,01;344;34,99
G60639;Sankt Bartholomä;1.144;731;21;710;474;66,76;236;33,24
G60641;Sankt Oswald bei Plankenwarth;1.021;582;19;563;292;51,87;271;48,13
G60642;Sankt Radegund bei Graz;1.738;963;38;925;441;47,68;484;52,32
G60645;Semriach;2.592;1.477;58;1.419;991;69,84;428;30,16
G60646;Stattegg;2.275;1.372;35;1.337;563;42,11;774;57,89
G60647;Stiwoll;612;399;19;380;249;65,53;131;34,47
G60648;Thal;1.769;1.157;25;1.132;586;51,77;546;48,23
G60651;Übelbach;1.690;963;32;931;598;64,23;333;35,77
G60653;Vasoldsberg;3.592;2.197;63;2.134;1.346;63,07;788;36,93
G60654;Weinitzen;2.135;1.252;34;1.218;618;50,74;600;49,26
G60655;Werndorf;1.760;1.090;31;1.059;651;61,47;408;38,53
G60656;Wundschuh;1.219;862;40;822;486;59,12;336;40,88
G60659;Deutschfeistritz;3.285;1.957;55;1.902;1.225;64,41;677;35,59
G60660;Dobl-Zwaring;2.656;1.718;76;1.642;1.101;67,05;541;32,95
G60661;Eggersdorf bei Graz;5.224;3.281;84;3.197;1.891;59,15;1.306;40,85
G60662;Fernitz-Mellach;3.825;2.349;82;2.267;1.393;61,45;874;38,55
G60663;Frohnleiten;5.546;3.262;94;3.168;1.806;57,01;1.362;42,99
G60664;Gratwein-Straßengel;10.247;6.523;210;6.313;3.371;53,4;2.942;46,6
G60665;Hitzendorf;5.727;3.579;95;3.484;2.143;61,51;1.341;38,49
G60666;Nestelbach bei Graz;2.185;1.296;48;1.248;752;60,26;496;39,74
G60667;Raaba-Grambach;3.201;2.039;71;1.968;1.042;52,95;926;47,05
G60668;Sankt Marein bei Graz;3.005;1.829;55;1.774;1.097;61,84;677;38,16
G60669;Seiersberg-Pirka;8.258;5.133;138;4.995;2.794;55,94;2.201;44,06
G60670;Premstätten;4.521;2.624;72;2.552;1.620;63,48;932;36,52
G60699;Wahlkarten - Graz-Umgebung;0;15.901;402;15.499;7.596;49,01;7.903;50,99
G61000;Leibnitz;65.392;45.821;1.483;44.338;29.907;67,45;14.431;32,55
G61001;Allerheiligen bei Wildon;1.187;720;35;685;429;62,63;256;37,37
G61002;Arnfels;821;473;17;456;332;72,81;124;27,19
G61007;Empersdorf;1.110;725;21;704;487;69,18;217;30,82
G61008;Gabersdorf;928;575;35;540;396;73,33;144;26,67
G61012;Gralla;1.753;1.130;29;1.101;790;71,75;311;28,25
G61013;Großklein;1.868;1.234;39;1.195;873;73,05;322;26,95
G61016;Heimschuh;1.648;1.058;57;1.001;716;71,53;285;28,47
G61017;Hengsberg;1.144;695;20;675;449;66,52;226;33,48
G61019;Kitzeck im Sausal;1.033;626;19;607;407;67,05;200;32,95
G61020;Lang;1.032;684;44;640;414;64,69;226;35,31
G61021;Lebring-Sankt Margarethen;1.670;1.003;34;969;587;60,58;382;39,42
G61024;Oberhaag;1.784;1.070;25;1.045;843;80,67;202;19,33
G61027;Ragnitz;1.220;761;36;725;523;72,14;202;27,86
G61030;Sankt Andrä-Höch;1.491;953;24;929;702;75,57;227;24,43
G61032;Sankt Johann im Saggautal;1.704;986;28;958;742;77,45;216;22,55
G61033;Sankt Nikolai im Sausal;1.898;1.077;34;1.043;728;69,8;315;30,2
G61043;Tillmitsch;2.697;1.642;34;1.608;1.135;70,58;473;29,42
G61045;Wagna;4.416;2.509;82;2.427;1.558;64,19;869;35,81
G61049;Ehrenhausen an der Weinstraße;2.049;1.148;31;1.117;800;71,62;317;28,38
G61050;Gamlitz;2.696;1.511;54;1.457;1.116;76,6;341;23,4
G61051;Gleinstätten;2.344;1.433;69;1.364;987;72,36;377;27,64
G61052;Heiligenkreuz am Waasen;2.201;1.404;50;1.354;952;70,31;402;29,69
G61053;Leibnitz;9.332;5.382;127;5.255;3.236;61,58;2.019;38,42
G61054;Leutschach an der Weinstraße;3.086;1.800;46;1.754;1.394;79,48;360;20,52
G61055;Sankt Georgen an der Stiefing;1.226;708;34;674;406;60,24;268;39,76
G61056;Sankt Veit in der Südsteiermark;3.323;2.025;100;1.925;1.431;74,34;494;25,66
G61057;Schwarzautal;1.906;1.200;55;1.145;842;73,54;303;26,46
G61058;Straß in Steiermark;3.701;2.079;54;2.025;1.394;68,84;631;31,16
G61059;Wildon;4.124;2.416;72;2.344;1.453;61,99;891;38,01
G61099;Wahlkarten - Leibnitz;0;6.794;178;6.616;3.785;57,21;2.831;42,79
G61100;Leoben;49.818;35.024;1.044;33.980;19.925;58,64;14.055;41,36
G61101;Eisenerz;3.806;2.235;84;2.151;1.189;55,28;962;44,72
G61105;Kalwang;848;508;21;487;304;62,42;183;37,58
G61106;Kammern im Liesingtal;1.350;800;32;768;514;66,93;254;33,07
G61107;Kraubath an der Mur;1.092;672;38;634;400;63,09;234;36,91
G61108;Leoben;19.292;10.551;291;10.260;6.021;58,68;4.239;41,32
G61109;Mautern in Steiermark;1.514;885;42;843;545;64,65;298;35,35
G61110;Niklasdorf;2.048;1.262;40;1.222;763;62,44;459;37,56
G61111;Proleb;1.324;802;27;775;420;54,19;355;45,81
G61112;Radmer;537;295;7;288;159;55,21;129;44,79
G61113;Sankt Michael in Obersteiermark;2.482;1.506;49;1.457;943;64,72;514;35,28
G61114;Sankt Peter-Freienstein;1.953;1.120;35;1.085;727;67;358;33
G61115;Sankt Stefan ob Leoben;1.634;1.058;27;1.031;682;66,15;349;33,85
G61116;Traboch;1.171;731;21;710;502;70,7;208;29,3
G61118;Vordernberg;838;511;11;500;288;57,6;212;42,4
G61119;Wald am Schoberpaß;483;288;9;279;190;68,1;89;31,9
G61120;Trofaiach;9.446;5.748;151;5.597;3.417;61,05;2.180;38,95
G61199;Wahlkarten - Leoben;0;6.052;159;5.893;2.861;48,55;3.032;51,45
G61200;Liezen;63.231;43.981;1.493;42.488;24.624;57,96;17.864;42,04
G61203;Aigen im Ennstal;2.155;1.317;43;1.274;866;67,97;408;32,03
G61204;Altaussee;1.532;773;38;735;286;38,91;449;61,09
G61205;Altenmarkt bei Sankt Gallen;679;388;26;362;191;52,76;171;47,24
G61206;Ardning;1.007;639;19;620;421;67,9;199;32,1
G61207;Bad Aussee;3.701;1.846;64;1.782;796;44,67;986;55,33
G61213;Gröbming;2.133;1.123;59;1.064;697;65,51;367;34,49
G61215;Grundlsee;1.034;547;27;520;250;48,08;270;51,92
G61217;Haus;1.932;1.029;53;976;652;66,8;324;33,2
G61222;Lassing;1.434;828;28;800;525;65,63;275;34,38
G61236;Ramsau am Dachstein;2.093;1.175;36;1.139;737;64,71;402;35,29
G61243;Selzthal;1.316;787;22;765;384;50,2;381;49,8
G61247;Trieben;2.770;1.500;47;1.453;912;62,77;541;37,23
G61251;Wildalpen;423;294;7;287;136;47,39;151;52,61
G61252;Wörschach;907;577;24;553;318;57,5;235;42,5
G61253;Admont;4.084;2.173;83;2.090;1.306;62,49;784;37,51
G61254;Aich;956;551;22;529;348;65,78;181;34,22
G61255;Bad Mitterndorf;3.863;2.015;65;1.950;1.252;64,21;698;35,79
G61256;Gaishorn am See;1.102;650;22;628;398;63,38;230;36,62
G61257;Irdning-Donnersbachtal;3.359;1.912;66;1.846;1.267;68,63;579;31,37
G61258;Landl;2.440;1.450;61;1.389;788;56,73;601;43,27
G61259;Liezen;6.064;3.371;120;3.251;1.926;59,24;1.325;40,76
G61260;Michaelerberg-Pruggern;885;508;25;483;330;68,32;153;31,68
G61261;Mitterberg-Sankt Martin;1.530;916;37;879;581;66,1;298;33,9
G61262;Öblarn;1.555;903;35;868;550;63,36;318;36,64
G61263;Rottenmann;4.144;2.511;84;2.427;1.426;58,76;1.001;41,24
G61264;Sankt Gallen;1.531;929;42;887;498;56,14;389;43,86
G61265;Schladming;5.160;2.659;80;2.579;1.669;64,72;910;35,28
G61266;Sölk;1.268;699;20;679;507;74,67;172;25,33
G61267;Stainach-Pürgg;2.174;1.163;29;1.134;670;59,08;464;40,92
G61299;Wahlkarten - Liezen;0;8.748;209;8.539;3.937;46,11;4.602;53,89
G61400;Murau;23.590;16.754;545;16.209;10.307;63,59;5.902;36,41
G61410;Mühlen;765;507;9;498;293;58,84;205;41,16
G61413;Niederwölz;487;294;7;287;214;74,56;73;25,44
G61425;St. Peter am Kammersberg;1.678;931;30;901;592;65,7;309;34,3
G61428;Schöder;805;491;19;472;293;62,08;179;37,92
G61437;Krakau;1.227;606;20;586;433;73,89;153;26,11
G61438;Murau;3.109;1.591;50;1.541;913;59,25;628;40,75
G61439;Neumarkt in Steiermark;4.233;2.426;63;2.363;1.495;63,27;868;36,73
G61440;Oberwölz;2.507;1.461;87;1.374;917;66,74;457;33,26
G61441;Ranten;979;634;12;622;457;73,47;165;26,53
G61442;Sankt Georgen am Kreischberg;1.463;772;30;742;488;65,77;254;34,23
G61443;Sankt Lambrecht;1.585;983;37;946;592;62,58;354;37,42
G61444;Scheifling;1.787;973;31;942;645;68,47;297;31,53
G61445;Stadl-Predlitz;1.436;843;32;811;579;71,39;232;28,61
G61446;Teufenbach-Katsch;1.529;946;35;911;645;70,8;266;29,2
G61499;Wahlkarten - Murau;0;3.296;83;3.213;1.751;54,5;1.462;45,5
G61600;Voitsberg;43.251;31.059;895;30.164;19.758;65,5;10.406;34,5
G61611;Krottendorf-Gaisfeld;2.052;1.265;42;1.223;829;67,78;394;32,22
G61612;Ligist;2.711;1.682;44;1.638;1.086;66,3;552;33,7
G61615;Mooskirchen;1.798;1.116;44;1.072;731;68,19;341;31,81
G61618;Rosental an der Kainach;1.435;837;26;811;538;66,34;273;33,66
G61621;Sankt Martin am Wöllmißberg;685;425;9;416;320;76,92;96;23,08
G61624;Stallhofen;2.582;1.627;43;1.584;1.178;74,37;406;25,63
G61625;Voitsberg;7.827;4.682;107;4.575;2.969;64,9;1.606;35,1
G61626;Bärnbach;4.643;2.779;73;2.706;1.748;64,6;958;35,4
G61627;Edelschrott;1.503;880;25;855;636;74,39;219;25,61
G61628;Geistthal-Södingberg;1.353;812;18;794;628;79,09;166;20,91
G61629;Hirschegg-Pack;934;525;16;509;361;70,92;148;29,08
G61630;Kainach bei Voitsberg;1.398;883;38;845;613;72,54;232;27,46
G61631;Köflach;8.552;5.387;171;5.216;3.444;66,03;1.772;33,97
G61632;Maria Lankowitz;2.470;1.537;46;1.491;970;65,06;521;34,94
G61633;Söding-Sankt Johann;3.308;1.956;60;1.896;1.241;65,45;655;34,55
G61699;Wahlkarten - Voitsberg;0;4.666;133;4.533;2.466;54,4;2.067;45,6
G61700;Weiz;72.069;53.199;1.883;51.316;30.840;60,1;20.476;39,9
G61701;Albersdorf-Prebuch;1.588;1.060;31;1.029;656;63,75;373;36,25
G61708;Fischbach;1.272;783;30;753;518;68,79;235;31,21
G61710;Floing;994;657;22;635;417;65,67;218;34,33
G61711;Gasen;736;511;38;473;262;55,39;211;44,61
G61716;Markt Hartmannsdorf;2.364;1.547;64;1.483;983;66,28;500;33,72
G61719;Hofstätten an der Raab;1.701;1.087;32;1.055;658;62,37;397;37,63
G61727;Ludersdorf-Wilfersdorf;1.769;1.099;37;1.062;649;61,11;413;38,89
G61728;Miesenbach bei Birkfeld;593;443;25;418;301;72,01;117;27,99
G61729;Mitterdorf an der Raab;1.696;1.093;49;1.044;611;58,52;433;41,48
G61730;Mortantsch;1.695;1.127;59;1.068;564;52,81;504;47,19
G61731;Naas;1.135;757;46;711;467;65,68;244;34,32
G61740;Puch bei Weiz;1.725;1.078;43;1.035;666;64,35;369;35,65
G61741;Ratten;969;586;19;567;339;59,79;228;40,21
G61743;Rettenegg;628;424;45;379;218;57,52;161;42,48
G61744;St. Kathrein am Hauenstein;546;392;8;384;264;68,75;120;31,25
G61745;Sankt Kathrein am Offenegg;931;612;41;571;360;63,05;211;36,95
G61746;St. Margarethen an der Raab;3.264;2.025;64;1.961;1.257;64,1;704;35,9
G61748;Sinabelkirchen;3.273;2.158;49;2.109;1.557;73,83;552;26,17
G61750;Strallegg;1.594;1.092;33;1.059;799;75,45;260;24,55
G61751;Thannhausen;1.950;1.261;58;1.203;698;58,02;505;41,98
G61756;Anger;3.431;2.229;90;2.139;1.283;59,98;856;40,02
G61757;Birkfeld;4.263;2.656;120;2.536;1.704;67,19;832;32,81
G61758;Fladnitz an der Teichalm;1.472;942;41;901;615;68,26;286;31,74
G61759;Gersdorf an der Feistritz;1.373;971;56;915;664;72,57;251;27,43
G61760;Gleisdorf;8.207;4.782;127;4.655;2.571;55,23;2.084;44,77
G61761;Gutenberg-Stenzengreith;1.431;853;39;814;510;62,65;304;37,35
G61762;Ilztal;1.765;1.145;39;1.106;737;66,64;369;33,36
G61763;Passail;3.528;2.265;98;2.167;1.413;65,21;754;34,79
G61764;Pischelsdorf am Kulm;3.002;1.826;53;1.773;1.233;69,54;540;30,46
G61765;Sankt Ruprecht an der Raab;4.069;2.568;77;2.491;1.645;66,04;846;33,96
G61766;Weiz;9.105;5.347;160;5.187;2.541;48,99;2.646;51,01
G61799;Wahlkarten - Weiz;0;7.823;190;7.633;3.680;48,21;3.953;51,79
G62000;Murtal;59.060;41.046;1.312;39.734;23.964;60,31;15.770;39,69
G62007;Fohnsdorf;6.540;3.649;106;3.543;2.171;61,28;1.372;38,72
G62008;Gaal;1.123;687;56;631;408;64,66;223;35,34
G62010;Hohentauern;369;230;4;226;145;64,16;81;35,84
G62014;Kobenz;1.491;905;42;863;464;53,77;399;46,23
G62021;Pusterwald;409;252;20;232;137;59,05;95;40,95
G62026;Sankt Georgen ob Judenburg;699;416;20;396;241;60,86;155;39,14
G62032;Sankt Peter ob Judenburg;905;586;23;563;370;65,72;193;34,28
G62034;Seckau;1.040;683;34;649;412;63,48;237;36,52
G62036;Unzmarkt-Frauenburg;1.131;670;48;622;408;65,59;214;34,41
G62038;Zeltweg;5.760;3.179;81;3.098;2.010;64,88;1.088;35,12
G62039;Lobmingtal;1.498;857;22;835;517;61,92;318;38,08
G62040;Judenburg;8.267;4.358;115;4.243;2.649;62,43;1.594;37,57
G62041;Knittelfeld;9.402;4.947;119;4.828;2.876;59,57;1.952;40,43
G62042;Obdach;3.204;1.757;79;1.678;1.157;68,95;521;31,05
G62043;Pöls-Oberkurzheim;2.585;1.440;43;1.397;906;64,85;491;35,15
G62044;Pölstal;2.327;1.440;48;1.392;956;68,68;436;31,32
G62045;Sankt Marein-Feistritz;1.603;1.010;32;978;592;60,53;386;39,47
G62046;Sankt Margarethen bei Knittelfeld;2.281;1.499;65;1.434;866;60,39;568;39,61
G62047;Spielberg;4.381;2.691;85;2.606;1.677;64,35;929;35,65
G62048;Weißkirchen in Steiermark;4.045;2.436;82;2.354;1.456;61,85;898;38,15
G62099;Wahlkarten - Murtal;0;7.354;188;7.166;3.546;49,48;3.620;50,52
G62100;Bruck-Mürzzuschlag;81.224;58.518;1.996;56.522;31.822;56,3;24.700;43,7
G62105;Breitenau am Hochlantsch;1.495;927;54;873;562;64,38;311;35,62
G62115;Krieglach;4.431;2.706;105;2.601;1.578;60,67;1.023;39,33
G62116;Langenwang;3.325;1.870;85;1.785;1.149;64,37;636;35,63
G62125;Pernegg an der Mur;1.951;1.259;39;1.220;729;59,75;491;40,25
