"t","land","gkz","gebiet","wahlberechtigte","waehler","ungueltig","gueltig","cdu","spd","fdp","die_linke","gruene","csu","piraten","npd","tierschutzpartei","rep","oedp","familie","buendnis_21_rrp","rentner","bp","pbc","bueso","die_violetten","mlpd","volksabstimmung","psg","afd","big","pro_deutschland","die_rechte","die_frauen","freie_waehler","nicht__waehler","partei_der_vernunft","die_partei","wahlbeteiligung","die_tierschutzpartei","zentrum","adm","cm","dkp","dvu","fwd","rrp"
0,"HB",4012,"Bremerhaven, Stadt",85094,55402,1027,54375,24.5,17613,10.02,14.42,11.49,0,2.21,1.08,NA,0.15,0,0,NA,0,0,0.29,0,0,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.11,0,0,0,0,0,0.58,0,1.56
0,"NW",5111,"Duesseldorf, Stadt",414125,294423,2542,291881,31.81,70498,17.75,8.56,12.52,0,1.72,0.58,NA,0.59,0.07,0.31,NA,0.32,0,0,0.02,0,0.05,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,0.58,0.06,0,0,0,0.04,0,0.12
0,"NW",5112,"Duisburg, Stadt",345343,223880,3101,220779,24.77,84261,9.19,12.34,8.35,0,1.7,1.56,NA,0.5,0.07,0.52,NA,0.45,0,0,0.03,0,0.15,0.09,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.83,0.83,0.14,0,0,0,0.1,0,0.18
0,"NW",5113,"Essen, Stadt",435602,303489,2978,300511,26.95,105066,12.14,9.61,10.19,0,1.62,1.15,NA,0.62,0.07,0.45,NA,0.33,0,0,0.11,0,0.09,0.1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.67,0.71,0.06,0,0,0,0.05,0,0.14
0,"NW",5114,"Krefeld, Stadt",168093,114481,1260,113221,32.27,31185,15.52,8.53,10.69,0,1.61,0.83,NA,0.19,0.06,0.51,NA,0.35,0,0,0.02,0,0.05,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.11,0.66,0.06,0,0,0,0.05,0,0.15
0,"NW",5116,"Moenchengladbach, Stadt",194294,124190,1444,122746,34.64,30018,17.83,8.25,8.76,0,1.76,0.99,NA,0.24,0.07,0.42,NA,0.42,0,0,0.02,0,0.02,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.92,0.73,0.21,0,0,0,0.04,0,0.16
0,"NW",5117,"Muelheim an der Ruhr, Stadt",128222,94447,935,93512,26.99,31957,14.15,9.24,10.19,0,1.41,0.86,NA,0.26,0.06,0.46,NA,0.35,0,0,0.03,0,0.11,0.07,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.66,0.7,0.05,0,0,0,0.06,0,0.16
0,"NW",5119,"Oberhausen, Stadt",158666,108617,1395,107222,23.77,42348,9.85,11.47,8.83,0,1.61,1.47,NA,0.34,0.07,0.52,NA,0.48,0,0,0.03,0,0.08,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.46,0.79,0.07,0,0,0,0.08,0,0.16
0,"NW",5120,"Remscheid, Stadt",81358,56094,665,55429,32.08,15426,15.56,9.66,8.6,0,1.68,1.12,NA,0.42,0.08,0.52,NA,0.49,0,0,0.02,0,0.02,0.11,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.95,0.66,0.05,0,0,0,0.1,0,0.14
0,"NW",5122,"Solingen, Stadt",114569,80275,831,79444,31.2,20814,16.52,9.32,10.51,0,1.86,0.99,NA,0.37,0.12,0.53,NA,0.39,0,0,0.03,0,0.08,0.11,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.07,0.69,0.08,0,0,0,0.08,0,0.13
0,"NW",5124,"Wuppertal, Stadt",250614,170912,2213,168699,28.78,45873,13.78,11.06,12.51,0,1.95,1.04,NA,0.72,0.08,0.43,NA,0.36,0,0,0.02,0,0.07,0.12,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,0.7,0.04,0,0,0,0.05,0,0.14
0,"NW",5154,"Kleve",226029,158453,1714,156739,41.75,36810,15.93,6.04,7.8,0,1.44,0.66,NA,0.19,0.09,0.52,NA,0.32,0,0,0.02,0,0.02,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,0.61,0.06,0,0,0,0.06,0,0.1
0,"NW",5158,"Mettmann",372852,273405,2874,270531,34.03,69507,17.43,7.41,9.79,0,1.59,0.83,NA,0.4,0.08,0.51,NA,0.37,0,0,0.03,0,0.02,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33,0.63,0.07,0,0,0,0.06,0,0.17
0,"NW",5162,"Rhein-Kreis Neuss",331783,241727,2458,239269,37.66,55116,19.19,6.03,8.25,0,1.61,0.83,NA,0.31,0.07,0.6,NA,0.38,0,0,0.02,0,0.02,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.86,0.63,0.31,0,0,0,0.05,0,0.14
0,"NW",5166,"Viersen",227805,164366,1658,162708,37.55,36743,18.3,7.26,8.78,0,1.55,0.87,NA,0.18,0.08,0.51,NA,0.44,0,0,0.01,0,0.01,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.15,0.77,0.06,0,0,0,0.05,0,0.1
0,"NW",5170,"Wesel",362311,263818,2823,260995,29.93,90532,12.27,8.87,8.78,0,1.55,0.92,NA,0.27,0.07,0.55,NA,0.36,0,0,0.02,0,0.05,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.82,0.64,0.06,0,0,0,0.07,0,0.13
0,"NW",5313,"Aachen, Stadt",176885,130211,1194,129017,31.6,28937,14.95,8.38,15.95,0,3.71,0.61,NA,0.17,0.11,0.3,NA,0.24,0,0,0.02,0,0.03,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.61,0.52,0.05,0,0,0,0.04,0,0.11
0,"NW",5314,"Bonn, Stadt",219218,167574,1655,165919,30.82,37387,18.79,6.94,15.86,0,2.2,0.63,NA,0.15,0.12,0.26,NA,0.17,0,0,0.05,0,0.02,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44,0.47,0.05,0,0,0,0.03,0,0.04
0,"NW",5315,"Koeln, Stadt",703424,496338,4064,492274,26.65,126700,15.47,8.97,17.79,0,1.95,0.85,NA,0.23,0.14,0.3,NA,0.3,0,0,0.02,0,0.05,0.11,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.56,0.56,0.05,0,0,0,0.04,0,0.16
0,"NW",5316,"Leverkusen, Stadt",118130,83947,1021,82926,32.18,22740,15.22,8.31,10.26,0,1.7,1.22,NA,0.33,0.09,0.56,NA,0.48,0,0,0.03,0,0.12,0.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.06,0.78,0.05,0,0,0,0.06,0,0.19
0,"NW",5354,"Aachen",228546,160816,2296,158520,33,45981,14.62,9.28,7.77,0,1.72,1.1,NA,0.51,0.05,0.49,NA,0.37,0,0,0.02,0,0.01,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.36,0.69,0.04,0,0,0,0.07,0,0.15
0,"NW",5358,"Dueren",199907,144058,1979,142079,37.21,36209,14.84,8.28,7.71,0,1.58,1.43,NA,0.18,0.04,0.62,NA,0.41,0,0,0.02,0,0.01,0.14,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.06,0.76,0.05,0,0,0,0.05,0,0.14
0,"NW",5362,"Rhein-Erft-Kreis",341857,251135,3221,247914,33.76,67998,16.43,7.27,9.19,0,1.48,1.07,NA,0.27,0.08,0.43,NA,0.51,0,0,0.02,0,0.02,0.13,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.46,0.72,0.05,0,0,0,0.06,0,0.12
0,"NW",5366,"Euskirchen",148942,104971,1614,103357,37.78,21783,19.29,7.7,7.79,0,1.41,1.03,NA,0.24,0.11,0.61,NA,0.46,0,0,0.02,0,0.02,0.12,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.48,0.76,0.06,0,0,0,0.08,0,0.2
0,"NW",5370,"Heinsberg",187605,131761,1923,129838,40.9,27877,16.18,8.07,7.06,0,1.5,1.16,NA,0.31,0.07,0.6,NA,0.32,0,0,0.02,0,0.01,0.11,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.23,0.79,0.05,0,0,0,0.06,0,0.15
0,"NW",5374,"Oberbergischer Kreis",211963,150609,2173,148436,37.72,35604,16.6,7.35,8.52,0,1.35,0.87,NA,0.25,0.18,0.6,NA,0.37,0,0,0.02,0,0.01,0.13,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.05,0.65,0.05,0,0,0,0.08,0,0.15
0,"NW",5378,"Rheinisch-Bergischer Kreis",215582,166669,1541,165128,35.14,38415,18.89,6.5,11.15,0,1.41,0.74,NA,0.21,0.11,0.43,NA,0.33,0,0,0.03,0,0.02,0.12,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,0.67,0.05,0,0,0,0.06,0,0.18
0,"NW",5382,"Rhein-Sieg-Kreis",443263,328780,3571,325209,35.89,71221,20.18,6.22,10.42,0,1.62,0.81,NA,0.15,0.09,0.39,NA,0.23,0,0,0.01,0,0.01,0.36,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.17,0.63,0.06,0,0,0,0.05,0,0.11
0,"NW",5512,"Bottrop, Stadt",90873,64660,719,63941,26.35,25363,10.28,10.6,6.79,0,1.43,1.18,NA,0.46,0.56,0.48,NA,0.4,0,0,0.02,0,0.11,0.05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,0.71,0.04,0,0,0,0.06,0,0.12
0,"NW",5513,"Gelsenkirchen, Stadt",187486,121673,1472,120201,22.95,50435,8.91,11.91,6.84,0,1.77,1.66,NA,0.9,0.04,0.47,NA,0.42,0,0,0.03,0,0.37,0.09,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,0.67,0.06,0,0,0,0.09,0,0.13
0,"NW",5515,"Muenster, Stadt",210934,163921,1190,162731,33.49,38604,14.61,6.69,17.07,0,2.13,0.35,NA,0.11,0.25,0.25,NA,0.18,0,0,0.01,0,0.02,0.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.71,0.35,0.05,0,0,0,0.02,0,0.07
0,"NW",5554,"Borken",273666,201502,1786,199716,45.04,43790,16.37,5.34,7.23,0,1.27,0.6,NA,0.13,0.07,0.42,NA,0.23,0,0,0.01,0,0.01,0.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.63,0.4,0.07,0,0,0,0.04,0,0.09
0,"NW",5558,"Coesfeld",169618,130730,999,129731,42.23,28524,16.47,5.91,9.11,0,1.34,0.53,NA,0.15,0.11,0.48,NA,0.29,0,0,0.01,0,0.01,0.05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.07,0.48,0.06,0,0,0,0.04,0,0.12
0,"NW",5562,"Recklinghausen",487548,348261,3684,344577,28.79,123850,10.97,10.79,7.51,0,1.66,1.15,NA,0.36,0.07,0.51,NA,0.36,0,0,0.02,0,0.07,0.09,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.43,0.7,0.05,0,0,0,0.11,0,0.15
0,"NW",5566,"Steinfurt",335998,249324,2328,246996,37.42,70236,14.46,6.3,8.94,0,1.53,0.63,NA,0.14,0.07,0.47,NA,0.23,0,0,0.02,0,0.01,0.04,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2,0.39,0.06,0,0,0,0.05,0,0.13
0,"NW",5570,"Warendorf",211287,156217,1809,154408,40.14,37608,15.15,6.29,9.35,0,1.48,0.63,NA,0.19,0.08,0.44,NA,0.28,0,0,0.01,0,0.01,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.94,0.44,0.07,0,0,0,0.05,0,0.08
0,"NW",5711,"Bielefeld, Stadt",238268,173691,2030,171661,30.06,51537,10.93,9.61,13.89,0,1.94,0.8,NA,0.17,0.1,0.41,NA,0.31,0,0,0.06,0,0.04,0.07,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9,0.53,0.04,0,0,0,0.07,0,0.11
0,"NW",5754,"Guetersloh",261647,189615,2175,187440,38.43,47665,14.73,6.46,9.62,0,1.59,0.73,NA,0.22,0.22,0.52,NA,0.32,0,0,0.01,0,0.01,0.09,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.47,0.51,0.05,0,0,0,0.07,0,0.1
0,"NW",5758,"Herford",195730,138906,1751,137155,31.8,45694,13.21,7.82,8.58,0,1.43,0.84,NA,0.35,0.08,0.52,NA,0.25,0,0,0.01,0,0.02,0.11,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.97,0.57,0.03,0,0,0,0.06,0,0.14
0,"NW",5762,"Hoexter",116613,86058,1320,84738,42.69,19990,16.14,6,6.16,0,1.37,0.77,NA,0.17,0.26,0.71,NA,0.23,0,0,0.01,0,0.01,0.07,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8,0.42,0.07,0,0,0,0.07,0,0.07
0,"NW",5766,"Lippe",274821,200080,2570,197510,31.3,68822,12.93,7.08,8.34,0,1.79,0.76,NA,0.23,0.1,0.6,NA,0.29,0,0,0.03,0,0.02,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,0.55,0.05,0,0,0,0.07,0,0.1
0,"NW",5770,"Minden-Luebbecke",247206,173590,2084,171506,34.98,55266,12.54,7.15,7.88,0,1.54,0.64,NA,0.51,0.08,0.55,NA,0.27,0,0,0.02,0,0.01,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.22,0.5,0.04,0,0,0,0.05,0,0.1
0,"NW",5774,"Paderborn",223556,157938,1918,156020,42.65,31818,16.75,5.96,8.45,0,2.05,0.77,NA,0.22,0.1,0.63,NA,0.26,0,0,0.02,0,0.02,0.09,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.65,0.46,0.06,0,0,0,0.06,0,0.08
0,"NW",5911,"Bochum, Stadt",284855,202563,2295,200268,23.91,74219,10.31,11.18,11.28,0,1.86,1.2,NA,0.28,0.08,0.42,NA,0.37,0,0,0.06,0,0.1,0.09,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.11,0.78,0.04,0,0,0,0.1,0,0.15
0,"NW",5913,"Dortmund, Stadt",423053,290498,2670,287828,24.18,98695,11.64,11.14,12.28,0,1.96,1.08,NA,0.17,0.06,0.41,NA,0.54,0,0,0.05,0,0.09,0.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.67,0.67,0.04,0,0,0,0.52,0,0.16
0,"NW",5914,"Hagen, Stadt",140145,95011,1091,93920,29.99,30708,11.25,10.18,8.99,0,1.63,1.21,NA,0.84,0.06,0.46,NA,0.49,0,0,0.02,0,0.08,0.11,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.79,0.87,0.05,0,0,0,0.07,0,0.22
0,"NW",5915,"Hamm, Stadt",129218,89529,1056,88473,33.12,28756,12,9.43,7.19,0,1.81,1.09,NA,0.35,0.05,0.42,NA,0.35,0,0,0.02,0,0.01,0.06,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.29,0.56,0.03,0,0,0,0.07,0,0.13
0,"NW",5916,"Herne, Stadt",118280,79748,1232,78516,22.57,31927,8.89,12.61,7.93,0,1.56,1.18,NA,1.52,0.06,0.46,NA,0.45,0,0,0.01,0,0.13,0.06,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.42,0.67,0.05,0,0,0,0.09,0,0.18
0,"NW",5954,"Ennepe-Ruhr-Kreis",261058,191561,1989,189572,27.49,65201,12.7,9.07,10.58,0,1.59,1.05,NA,0.23,0.07,0.47,NA,0.42,0,0,0.02,0,0.09,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.38,0.79,0.04,0,0,0,0.07,0,0.14
0,"NW",5958,"Hochsauerlandkreis",209440,152242,1702,150540,41.47,36741,16.11,6.61,6.21,0,1.32,0.8,NA,0.2,0.07,0.6,NA,0.39,0,0,0.02,0,0.02,0.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.69,0.53,0.08,0,0,0,0.06,0,0.14
0,"NW",5962,"Maerkischer Kreis",320421,221471,2589,218882,34.18,62225,14.93,8.54,7.39,0,1.45,1.26,NA,0.36,0.07,0.58,NA,0.56,0,0,0.02,0,0.03,0.12,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.12,0.84,0.05,0,0,0,0.08,0,0.25
0,"NW",5966,"Olpe",104768,76642,805,75837,45.87,16000,16.41,5.64,6.01,0,1.13,0.88,NA,0.35,0.06,0.53,NA,0.28,0,0,0.01,0,0.02,0.07,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.15,0.55,0.08,0,0,0,0.06,0,0.09
0,"NW",5970,"Siegen-Wittgenstein",218411,156878,1682,155196,34.42,44822,14.7,7.88,8.53,0,1.3,1.22,NA,0.42,0.14,0.48,NA,0.31,0,0,0.02,0,0.01,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.83,0.59,0.06,0,0,0,0.04,0,0.13
0,"NW",5974,"Soest",232781,165293,1921,163372,36.18,41522,16.74,7.54,8.52,0,1.58,0.8,NA,0.23,0.06,0.63,NA,0.39,0,0,0.03,0,0.01,0.09,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.01,0.56,0.07,0,0,0,0.07,0,0.19
0,"NW",5978,"Unna",313622,226802,2428,224374,27.17,81932,11.92,9.4,8.87,0,1.64,1.23,NA,0.24,0.06,0.51,NA,0.58,0,0,0.02,0,0.04,0.09,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.32,0.7,0.04,0,0,0,0.16,0,0.14
0,"HE",6411,"Darmstadt, Wissenschaftsstadt",99125,73578,1045,72533,26.06,17438,13.43,9.66,20.6,0,3.08,0.68,NA,0.31,0,0,NA,0,0,0,0.09,0,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.23,0.82,0,0,0,0,0.1,0,0
0,"HE",6412,"Frankfurt am Main, Stadt",402198,288977,4241,284736,27.38,62350,17.23,10.36,16.91,0,2.45,0.85,NA,0.51,0,0,NA,0,0,0,0.14,0,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.85,1.01,0,0,0,0,0.06,0,0
0,"HE",6413,"Offenbach am Main, Stadt",67209,44428,887,43541,28.03,10342,14.9,11.38,13.68,0,2.49,1.62,NA,0.99,0,0,NA,0,0,0,0.14,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,1.37,0,0,0,0,0.08,0,0
0,"HE",6414,"Wiesbaden, Landeshauptstadt",187479,133425,2221,131204,30.6,30892,17.38,8.49,13.91,0,2.13,0.8,NA,0.79,0,0,NA,0,0,0,0.2,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.17,0.75,0,0,0,0,0.09,0,0
0,"HE",6431,"Bergstrasse",199708,148308,2708,145600,33.9,35748,17,7.34,10.57,0,1.88,1.08,NA,0.98,0,0,NA,0,0,0,0.11,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.26,1.09,0,0,0,0,0.08,0,0
0,"HE",6432,"Darmstadt-Dieburg",212102,161670,3404,158266,30.38,41068,16.22,7.5,13.26,0,2.19,1.02,NA,0.66,0,0,NA,0,0,0,0.11,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.22,1.04,0,0,0,0,0.06,0,0
0,"HE",6433,"Gross-Gerau",172278,128119,2765,125354,29.29,35058,14.54,8.67,12.24,0,2.16,1.31,NA,0.86,0,0,NA,0,0,0,0.14,0,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.37,1.14,0,0,0,0,0.09,0,0
0,"HE",6434,"Hochtaunuskreis",164545,131574,1853,129721,36.21,24481,21.96,5.85,11.98,0,1.76,0.58,NA,0.55,0,0,NA,0,0,0,0.08,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.96,0.95,0,0,0,0,0.05,0,0
0,"HE",6435,"Main-Kinzig-Kreis",299306,219769,5077,214692,32.12,52143,16.86,8.53,10.31,0,2.07,1.38,NA,1.05,0,0,NA,0,0,0,0.13,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.43,1.39,0,0,0,0,0.1,0,0
0,"HE",6436,"Main-Taunus-Kreis",164372,130279,1994,128285,36.37,25135,20.61,5.75,11.92,0,2.12,0.78,NA,0.47,0,0,NA,0,0,0,0.12,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.26,0.95,0,0,0,0,0.07,0,0
0,"HE",6437,"Odenwaldkreis",73386,52967,1298,51669,30.13,14547,15.19,9.19,10.02,0,1.83,1.15,NA,1.45,0,0,NA,0,0,0,0.13,0,0.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.18,0.87,0,0,0,0,0.06,0,0
0,"HE",6438,"Offenbach",237891,179457,5588,173869,32.97,37342,18.87,7.21,11.69,0,2.48,0.95,NA,0.6,0,0,NA,0,0,0,0.12,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.44,1.07,0,0,0,0,0.1,0,0
0,"HE",6439,"Rheingau-Taunus-Kreis",138092,107149,1751,105398,34.31,23941,19.01,6.44,11.49,0,2.06,0.83,NA,0.78,0,0,NA,0,0,0,0.1,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.59,0.91,0,0,0,0,0.06,0,0
0,"HE",6440,"Wetteraukreis",223046,166853,3567,163286,32.49,40951,17.36,7.32,10.67,0,1.98,1.9,NA,0.3,0,0,NA,0,0,0,0.09,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.81,1.12,0,0,0,0,0.06,0,0
0,"HE",6531,"Giessen",194073,141443,2747,138696,29.85,38043,15.39,8.67,12.13,0,2.58,1.01,NA,0.39,0,0,NA,0,0,0,0.11,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.88,0.9,0,0,0,0,0.1,0,0
0,"HE",6532,"Lahn-Dill-Kreis",194479,133947,2517,131430,34.67,36239,14.09,8.32,8.74,0,1.96,1.58,NA,0.52,0,0,NA,0,0,0,0.1,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.87,0.97,0,0,0,0,0.09,0,0
0,"HE",6533,"Limburg-Weilburg",131968,94277,1778,92499,38.15,22068,16.56,7.1,8.22,0,1.73,1.08,NA,0.49,0,0,NA,0,0,0,0.11,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.44,1.18,0,0,0,0,0.07,0,0
0,"HE",6534,"Marburg-Biedenkopf",185071,135293,2195,133098,30.57,38139,12.87,9.74,12.48,0,1.94,0.95,NA,0.62,0,0,NA,0,0,0,0.11,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1,0.82,0,0,0,0,0.06,0,0
0,"HE",6535,"Vogelsbergkreis",89974,65598,1654,63944,30.52,17585,16.83,9.23,9.16,0,1.61,1.48,NA,0.64,0,0,NA,0,0,0,0.12,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.91,0.96,0,0,0,0,0.09,0,0
0,"HE",6611,"Kassel, documenta-Stadt",140827,97906,2079,95827,24.32,27186,11.96,12.25,16.85,0,2.58,0.72,NA,0.27,0,0,NA,0,0,0,0.09,0,0.15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.52,0.83,0,0,0,0,0.07,0,0
0,"HE",6631,"Fulda",168552,125472,2459,123013,43.66,21768,17.3,6.79,8.12,0,1.73,1.47,NA,0.53,0,0,NA,0,0,0,0.12,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.44,0.84,0,0,0,0,0.1,0,0
0,"HE",6632,"Hersfeld-Rotenburg",98857,72557,1850,70707,30.83,24110,13.11,8.68,7.19,0,1.47,1.71,NA,0.26,0,0,NA,0,0,0,0.12,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4,0.75,0,0,0,0,0.07,0,0
0,"HE",6633,"Kassel",191915,145761,4206,141555,26.24,50954,12.72,8.93,10.29,0,1.64,0.93,NA,0.32,0,0,NA,0,0,0,0.1,0,0.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.95,0.86,0,0,0,0,0.08,0,0
0,"HE",6634,"Schwalm-Eder-Kreis",148215,111042,3423,107619,27.02,37835,13.37,9.12,8.93,0,1.67,1.28,NA,0.34,0,0,NA,0,0,0,0.08,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.92,0.93,0,0,0,0,0.08,0,0
0,"HE",6635,"Waldeck-Frankenberg",128771,91622,1983,89639,32.49,26067,16.14,7.79,9.09,0,1.42,1.1,NA,0.45,0,0,NA,0,0,0,0.09,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,0.7,0,0,0,0,0.09,0,0
0,"HE",6636,"Werra-Meissner-Kreis",85480,63170,1780,61390,27.85,21291,12.69,10.49,8.65,0,1.39,1.1,NA,0.37,0,0,NA,0,0,0,0.11,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,0.73,0,0,0,0,0.07,0,0
0,"RP",7111,"Koblenz, Stadt",82692,56567,916,55651,33.89,12758,17.14,8.33,11.72,0,2.4,0.87,NA,0.26,0.25,0.71,NA,0,0,0.17,0,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.41,0,0,0,0,0,0.06,0,0
0,"RP",7131,"Ahrweiler",100614,74578,1052,73526,40.56,13192,20.11,7.22,8.98,0,1.6,0.83,NA,0.27,0.34,0.75,NA,0,0,0.13,0,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.12,0,0,0,0,0,0.07,0,0
0,"RP",7132,"Altenkirchen (Westerwald)",103285,72588,1121,71467,35.97,17640,16.18,9.34,7.59,0,1.51,1.18,NA,0.41,0.18,0.93,NA,0,0,0.71,0,0,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.28,0,0,0,0,0,0.09,0,0
0,"RP",7133,"Bad Kreuznach",121777,87259,1570,85689,33.51,22849,15.6,9.31,9.1,0,1.66,1.08,NA,0.4,0.21,0.84,NA,0,0,0.19,0,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.65,0,0,0,0,0,0.08,0,0
0,"RP",7134,"Birkenfeld",68792,45932,888,45044,30.61,12135,16.49,13.22,6.81,0,1.26,1.35,NA,0.42,0.17,0.93,NA,0,0,0.18,0,0,0.03,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.77,0,0,0,0,0,0.18,0,0
0,"RP",7135,"Cochem-Zell",52051,38128,821,37307,43.93,6798,19.21,6.69,6.11,0,1.51,0.84,NA,0.33,0.16,0.95,NA,0,0,0.22,0,0,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.25,0,0,0,0,0,0.06,0,0
0,"RP",7137,"Mayen-Koblenz",167286,117038,2097,114941,38.11,27188,17.39,7.4,7.94,0,1.6,0.86,NA,0.31,0.21,0.86,NA,0,0,0.24,0,0,0.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.96,0,0,0,0,0,0.06,0,0
